Song Name,Artist Name,Album Name,Release Date,Popularity Score,Length (ms),Grammy_won
All Your'n,Tyler Childers,Country Squire,2019-08-02,75.0,218280.0,0
Girl Goin' Nowhere,Ashley McBryde,Girl Going Nowhere,2018-03-30,48.0,207066.0,0
God's Country,Blake Shelton,God's Country,2019-03-29,66.0,205106.0,0
Bring My Flowers Now,Tanya Tucker,While I'm Livin',2019-08-23,33.0,260360.0,0
Brand New Man,Luke Combs,,,,,0
I Don't Remember Me (Before You),Brothers Osborne,Port Saint Joe,2018-04-20,55.0,192680.0,0
The Daughters,Little Big Town,Nightfall,2020-01-17,34.0,212760.0,0
Common (feat. Brandi Carlile),Maren Morris,GIRL,2019-03-08,37.0,245186.0,0
Girl Goin' Nowhere,nan,,,,,0
It All Comes Out In The Wash,nan,,,,,0
It All Comes Out of Something,Nanna.B,Vitaphone,2012-10-22,0.0,276260.0,0
Speechless,Nanny,"Can't Remember, Can't Forget",2021-03-06,0.0,182040.0,0
Desperate Man,Eric Church,Desperate Man,2018-10-05,48.0,208733.0,0
Stronger Than The Truth,Reba McEntire,Stronger Than The Truth,2019-04-05,27.0,250560.0,0
Interstate Gospel,Pistol Annies,Interstate Gospel,2018-11-02,24.0,181293.0,0
Center Point Road,Thomas Rhett,Center Point Road,2019-05-31,46.0,216960.0,0
Fairy Dreams,David Arkenstone,Fairy Dreams,2019-01-18,24.0,270786.0,0
Homage to Kindness,David Darling,Homage to Kindness,2019-05-10,19.0,174613.0,0
Verve,Sebastian Plano,Verve,2019-03-01,12.0,304009.0,0
Deva,Deva Premal,,,,,0
Elsewhere,nanigan nickleby,Yonder & Elsewhere,2022-08-04,3.0,100136.0,0
Tomorrow Is The Question,nan,,,,,0
The Windup,nan,,,,,0
Sightseeing,nan,,,,,0
Screenplay,Tierney Sutton Band,,,,,0
Thirsty Ghost,Sara Gazarek,,,,,0
Love & Liberation,Jazzmeia Horn,,,,,0
Alone Together,Catherine Russell,Alone Together,2019-03-01,36.0,250004.0,0
Come What May,Joshua Redman Quartet,Come What May,2019-03-29,41.0,406920.0,0
Christian McBride's New Jawn,nan,,,,,0
Inner Being,Joey DeFrancesco,In the Key of the Universe,2019-03-01,5.0,318710.0,0
Conversation Among the Ruins,Branford Marsalis Quartet,The Secret Between the Shadow and the Soul,2019-03-01,23.0,526106.0,0
Triple Helix: i first,Anat Cohen Tentet,Triple Helix,2019-06-14,1.0,675435.0,0
Dancer in Nowhere,Miho Hazama,Dancer in Nowhere,2019-02-08,5.0,518333.0,0
Hiding Out - Movt. II: Compelled,Mike Holober,Hiding Out,2019-08-09,0.0,614265.0,0
One Day Wonder,Terraza Big Band,One Day Wonder,2019-05-03,1.0,561823.0,0
Sorte!: Music By John Finbury,Thalma de Freitas,,,,,0
Una Noche Con Rubén Blades,Wynton Marsalis,,,,,0
Carib,David Sánchez,,,,,0
Sonero: The Music Of Ismael Rivera,Miguel Zenón,,,,,0
This Is A Move (Live),nan,,,,,0
"I See The Light - From ""Tangled""",Nana Ou-Yang,Cello Loves Disney,2017-06-16,14.0,232453.0,0
Talkin' 'Bout Jesus,nan,,,,,0
Speak The Name,nan,,,,,0
Jesus Only You,Robert and Laura Nance,Jesus Only You,2005-01-01,0.0,182640.0,0
Haven't Seen It Yet,nan,,,,,0
God's Not Done With You (Single Version),nan,,,,,0
Rescue Story,nan,,,,,0
Goshen Jig/Tripping Up the Stairs (feat. Kevin Buckley),Nancy Lippincott,Still Here,2011-09-28,0.0,264093.0,0
Tunnel Vision,Gene Moore,,,,,0
Settle Here Part 1,William Murphy,Settle Here Part 1,2018-11-02,33.0,273857.0,0
Something's Happening! - Reprise,CeCe Winans,Something's Happening! A Christmas Album,2018-10-19,16.0,71579.0,0
See The Light,TobyMac,The Elements,2018-10-12,45.0,231973.0,0
Let It Rain (Is There Anybody),Crowder,I Know A Ghost,2018-11-09,49.0,209840.0,0
Haven't Seen It Yet,Danny Gokey,,,,,0
Holy Roar,Chris Tomlin,Holy Roar,2018-10-26,39.0,251933.0,0
Deeper Roots: Where The Bluegrass Grows,Steven Curtis Chapman,,,,,0
Deeper Oceans,Joseph Habedank,Deeper Oceans,2019-04-26,9.0,255053.0,0
His Name Is Jesus,Tim Menzies,His Name Is Jesus,2019-05-31,3.0,267840.0,0
"Gonna Sing, Gonna Shout",nan,,,,,0
Abrazar La Vida,Luis Fonsi,Abrazar La Vida,2003-01-01,36.0,212773.0,0
11 PM,Maluma,11:11,2019-05-17,72.0,175733.0,0
La Gloria de Dios (feat. Evaluna Montaner),Ricardo Montaner,Viajero Frecuente - Destino México,2013-12-03,45.0,380506.0,0
Fantasía,Sebastian Yatra,FANTASÍA,2019-04-12,53.0,178373.0,0
Indestructible,Flor de Toloache,Indestructible,2019-05-31,7.0,145520.0,0
X 100Pre,Bad Bunny,,,,,0
Oasis,J Balvin,,,,,0
Almadura,iLe,,,,,0
Percepción,Intocable,,,,,0
20 Aniversario,Mariachi Divas De Cindy Shea,,,,,0
Caminando,Joss Favela,Caminando,2019-05-31,0.0,10716.0,0
Poco A Poco,La Energia Norteña,,,,,0
Tiempo al Tiempo,Nano Rap,Tiempo al Tiempo,2021-08-10,0.0,186177.0,0
Candela,Vicente Garcia,Candela,2019-04-12,33.0,206718.0,0
Literal,Juan Luis Guerra 4.40,,,,,0
Father Mountain,Calexico,Years to Burn,2019-06-14,31.0,174048.0,0
I'm On My Way,Rhiannon Giddens,,,,,0
Calling My Name,Dustin Nantais,"Metropolitan House: Madrid, Vol. 2",2016-07-29,0.0,468006.0,0
Faraway Look,Yola,Walk Through Fire (Deluxe Edition),2019-12-06,35.0,189861.0,0
Faraway Look,nan,,,,,0
Black Myself,nan,,,,,0
Crossing To Jerusalem,nan,,,,,0
I Don't Wanna Ride The Rails No More,nan,,,,,0
Years to Burn,Calexico,Years to Burn,2019-06-14,18.0,187498.0,0
Who Are You Now,Madison Cunningham,Revealer,2022-09-09,37.0,197972.0,0
Tales Of America,J.S. Ondara,,,,,0
Walk Through Fire,Yola,Walk Through Fire (Deluxe Edition),2019-12-06,28.0,227554.0,0
If You Can't Stand The Heat,Frank Solivan,,,,,0
Back in My Baby's Arms Again - Live,Doyle Lawson & Quicksilver,"Live in Prague, Czech Republic",2019-08-30,10.0,177773.0,0
"Toil, Tears & Trouble",The Po' Ramblin' Boys,"Toil, Tears & Trouble",2019-08-23,16.0,160506.0,0
Royal Traveller,Missy Raines,Royal Traveller,2018-10-05,2.0,245224.0,0
She Calls Me Kingfish,"Christone ""Kingfish"" Ingram",662,2021-07-23,31.0,192484.0,0
Sitting On Top Of The Blues,Bobby Rush,,,,,0
"Baby, Please Come Home",Jimmie Vaughan,"Baby, Please Come Home (Bonus Version)",2019-05-17,38.0,174800.0,0
Spectacular Class,Jontavious Willis,,,,,0
Brighter Days,Robert Randolph,,,,,0
Venom & Faith,Larkin Poe,,,,,0
Somebody Save Me,Sugaray Rayford,Somebody Save Me,2019-03-01,20.0,273973.0,0
Keep On,Southern Avenue,Keep On,2019-05-10,25.0,192818.0,0
My Finest Work Yet,Andrew Bird,,,,,0
Rearrange My Heart,Che Apalache,Rearrange My Heart,2019-08-09,6.0,250760.0,0
Evening Machines,Gregory Alan Isakov,,,,,0
Front Porch,Joy Williams,Front Porch,2019-05-03,59.0,231813.0,0
Kalawai’anui,Amy Hanaiali’i,,,,,0
Recorded Live At The 2019 New Orleans Jazz & Heritage Festival,Rebirth Brass Band,,,,,0
When It's Cold - Cree Round Dance Songs,Northern Cree,,,,,0
Hawaiian Lullaby,nan,,,,,0
More Work to Be Done,Third World,More Work to Be Done,2019-08-16,10.0,235362.0,0
The Gates of Hell,Roots Radics,The Final Battle (Sly & Robbie vs. Roots Radics),2019-04-15,4.0,223952.0,0
Mass Manipulation,Steel Pulse,Mass Manipulation,2019-05-17,22.0,234133.0,0
As I Am,Julian Marley,,,,,0
African Giant,Burna Boy,African Giant,2019-07-25,47.0,184761.0,0
What Heat,Bokanté,,,,,0
Fanm D'ayiti,Nathalie Joachim,,,,,0
Gece,Altin Gün,,,,,0
The Word is Love,Alphabet Rockers,The Word is Love,2022-02-04,13.0,209781.0,0
Flying High!,Caspar Babypants,,,,,0
I Love Rainy Days,Daniel Tashian,I Love Rainy Days,2019-05-03,5.0,163534.0,0
Winterland,The Okee Dokee Brothers,,,,,0
Sekou Andrews & The String Theory,nan,,,,,0
Beastie Boys Book,nan,,,,,0
I.V. Catatonia: 20 Years As A Two-Time Cancer Survivor,Eric Alexandrakis,,,,,0
Mr. Know-It-All,John Waters,,,,,0
Quality Time,Jim Gaffigan,,,,,0
Relatable,Ellen DeGeneres,,,,,0
Right Now,Aziz Ansari,,,,,0
Son Of Patricia,Trevor Noah,,,,,0
Ain't Too Proud: The Life And Times Of The Temptations,nan,,,,,0
Moulin Rouge! The Musical,nan,,,,,0
The Music Of Harry Potter And The Cursed Child - In Four Contemporary Suites,nan,,,,,0
Oklahoma,Philip Nance,Oklahoma,2022-11-04,1.0,218823.0,0
"Rocket Man - From ""Rocketman""",Taron Egerton,Best Picture Songs,2021-04-27,8.0,270533.0,0
Quentin Tarantino's Once Upon A Time In Hollywood,nan,,,,,0
The Lion King: The Songs,nan,,,,,0
Spider-Man: Into The Spider-Verse,nan,,,,,0
Avengers: Endgame,nan,,,,,0
Game Of Thrones: Season 8,nan,,,,,0
"Can You Feel The Love Tonight - From ""Lion King""",Nana Ou-Yang,Cello Loves Disney,2017-06-16,10.0,256893.0,0
Mary Poppins Returns,nan,,,,,0
The Ballad Of The Lonesome Cowboy,nan,,,,,0
Girl In The Movies,nan,,,,,0
Spiritual Power,Nano Sounds,SPA: Feel Calm with BINAURAL Beats Vol. 1,2023-02-24,0.0,120000.0,0
Suspirium,nan,,,,,0
Begin Again,Maddy & Nancy,Nascence and Child [Opus 1 No. 1],2007-10-30,0.0,281560.0,0
Crucible For Crisis,nan,,,,,0
"Love, A Beautiful Force",nan,,,,,0
Walkin' Funny,nan,,,,,0
Blue Skies,Nancy LaMott,Beautiful Baby,2005-01-01,3.0,256293.0,0
Hedwig's Theme,nan,,,,,0
La Novena,nan,,,,,0
"Love, A Beautiful Force",nan,,,,,0
Jolene,The Nancy Atlas Project,Cut and Run,2017-05-25,0.0,288492.0,0
Marry Me A Little,nan,,,,,0
Over the rainbow,La fata della ninna nanna,"Ninne nanne, musica per dormire bambini",2016-01-15,19.0,304500.0,0
12 Little Spells (Thoracic Spine),nan,,,,,0
Anónimas & Resilientes,nan,,,,,0
Hold That Tiger,nan,,,,,0
I Wish You Love,Nancy Wilson,Something Wonderful,2004-01-01,60.0,120133.0,0
Intellexual,nan,,,,,0
Gold In A Brass Age,nan,,,,,0
Animal Farm,Nancy Kopman,Shadow,2016-02-27,15.0,146156.0,0
1963: New Directions,nan,,,,,0
The Radio Recordings 1939–1945,nan,,,,,0
Pedal Steal + Four Corners,nan,,,,,0
The Complete Cuban Jam Sessions,nan,,,,,0
The Gospel According To Malaco,nan,,,,,0
Pete Seeger: The Smithsonian Folkways Collection,nan,,,,,0
"Kankyo Ongaku: Japanese Ambient, Environmental & New Age Music 1980-1990",nan,,,,,0
Woodstock: Back To The Garden - The Definitive 50th Anniversary Archive,nan,,,,,0
The Girl From Chickasaw County - The Complete Capitol Masters,nan,,,,,0
The Great Comeback: Horowitz At Carnegie Hall,nan,,,,,0
All These Things,nan,,,,,0
Ella Mai,nan,,,,,0
Run Home Slow,nan,,,,,0
Scenery,nan,,,,,0
Ricky Reed,nan,,,,,0
John Hill,nan,,,,,0
Dan Auerbach,nan,,,,,0
Jack Antonoff,nan,,,,,0
Work It (Soulwax Remix),nan,,,,,0
The One (High Contrast Remix),nan,,,,,0
Mother's Daughter (Wuki Remix),nan,,,,,0
Swim (ford. Remix),nan,,,,,0
Chain Tripping,nan,,,,,0
Kverndokk: Symphonic Dances,nan,,,,,0
The Orchestral Organ,nan,,,,,0
"Lead Me Medley: All the Way My Savior Leads Me / He Leadeth Me / Savior, Like a Shepherd Lead Us",Nancy Leigh Demoss,Be Still,2014-12-01,8.0,307671.0,0
Rachmaninoff - Hermitage Piano Trio,nan,,,,,0
Aequa - Anna Thorvaldsdóttir,nan,,,,,0
Bruckner: Symphony No. 9,nan,,,,,0
Wolfe: Fire In My Mouth,nan,,,,,0
Dirk Sobotka,nan,,,,,0
Morten Lindberg,nan,,,,,0
"Marina A. Ledin, Victor Ledin",nan,,,,,0
James Ginsburg,nan,,,,,0
Weinberg: Symphonies Nos. 2 & 21,nan,,,,,0
Bruckner: Symphony No. 9,nan,,,,,0
Copland: Billy The Kid; Grohg,nan,,,,,0
Transatlantic,nan,,,,,0
Wagner: Lohengrin,nan,,,,,0
Benjamin: Lessons In Love & Violence,nan,,,,,0
Berg: Wozzeck,nan,,,,,0
Charpentier: Les Arts Florissants; Les Plaisirs De Versailles,nan,,,,,0
Boyle: Voyages,nan,,,,,0
The Hope Of Loving,nan,,,,,0
Sander: The Divine Liturgy Of St. John Chrysostom,nan,,,,,0
"Smith, K.: The Arc In The Sky",nan,,,,,0
Cerrone: The Pieces That Fall To Earth,nan,,,,,0
Freedom & Faith,nan,,,,,0
Perpetulum,nan,,,,,0
Rachmaninoff - Hermitage Piano Trio,nan,,,,,0
"Torke: Sky, Concerto For Violin",nan,,,,,0
The Berlin Recital,nan,,,,,0
Higdon: Harp Concerto,nan,,,,,0
The Orchestral Organ,nan,,,,,0
The Edge Of Silence - Works For Voice By György Kurtág,nan,,,,,0
Himmelsmusik,nan,,,,,0
"Schumann: Liederkreis Op. 24, Kerner-Lieder Op. 35",nan,,,,,0
"A Te, O Cara",nan,,,,,0
American Originals 1918,nan,,,,,0
Leshnoff: Symphony No. 4 'Heichalos'; Guitar Concerto; Starburst,nan,,,,,0
Meltzer: Songs And Structures,nan,,,,,0
Saariaho: True Fire; Trans; Ciel D'Hiver,nan,,,,,0
Bermel: Migration Series For Jazz Ensemble & Orchestra,nan,,,,,0
Marsalis: Violin Concerto In D Major,nan,,,,,0
Norman: Sustain,nan,,,,,0
Shaw: Orange,nan,,,,,0
Wolfe: Fire In My Mouth,nan,,,,,0
This Land,Gary Clark Jr.,This Land,2019-02-22,37.0,341666.0,0
Glad He's Gone,Tove Lo,Sunshine Kitty,2019-09-20,49.0,196348.0,0
We've Got To Try,The Chemical Brothers,,,,,0
cellophane,FKA twigs,MAGDALENE,2019-11-08,61.0,204066.0,0
Shangri-la,Nanahoshi Orchestra,Power D-word World,2017-11-12,3.0,294000.0,0
Remember My Name,David Crosby,,,,,0
Birth Of The Cool,nan,,,,,0
Anima,Thom Yorke,,,,,0
This Is America,Childish Gambino,This Is America,2018-05-06,67.0,225773.0,1
Golden Hour,Kacey Musgraves,Golden Hour,2018-03-30,61.0,198453.0,1
This Is America,nan,,,,,1
Dua Lipa,nan,,,,,1
Joanne (Where Do You Think You're Goin'?) - Piano Version,Lady Gaga,Joanne (Where Do You Think You're Goin'?) [Piano Version],2018-01-26,47.0,279436.0,1
Shallow,Lady Gaga,A Star Is Born Soundtrack,2018-10-05,81.0,215733.0,1
My Heroes Have Always Been Cowboys - Live,Willie Nelson,Outlaw: Celebrating the Music of Waylon Jennings (Live),2017-04-07,48.0,153000.0,1
sweetener,Ariana Grande,Sweetener,2018-08-17,62.0,208493.0,1
Electricity (with Dua Lipa),Silk City,Electricity (with Dua Lipa),2018-09-06,69.0,238173.0,1
Woman Worldwide,Justice,,,,,1
Steve Gadd Band,Steve Gadd Band,,,,,1
When Bad Does Good,Chris Cornell,Chris Cornell (Deluxe Edition),2018-11-16,42.0,265973.0,1
Electric Messiah,High On Fire,Electric Messiah,2018-10-05,32.0,256386.0,1
Masseduction,nan,,,,,1
From The Fires,Greta Van Fleet,,,,,1
Colors,Beck,Colors,2017-10-13,46.0,261741.0,1
Best Part,H.E.R.,,,,,1
How Deep Is Your Love,PJ Morton,Gumbo,2017-04-21,59.0,197081.0,1
Bet Ain't Worth the Hand,Leon Bridges,Good Thing,2018-05-04,42.0,185893.0,1
Boo'd Up,nan,,,,,1
Everything Is Love,The Carters,,,,,1
H.E.R.,H.E.R.,,,,,1
Bubblin,Anderson .Paak,Bubblin,2018-05-17,53.0,209093.0,1
King's Dead,Kendrick Lamar,,,,,1
This Is America,Childish Gambino,This Is America,2018-05-06,67.0,225773.0,1
God's Plan,Nancy Wilson Buckler,My Favorite Day,2019-09-28,0.0,232751.0,1
Invasion Of Privacy,Cardi B,,,,,1
Butterflies,Kacey Musgraves,Golden Hour,2018-03-30,64.0,219053.0,1
Tequila After Midnight,Nanci Griffith,The Loving Kind,2009-01-01,4.0,190640.0,1
Space Cowboy,nand,Space Cowboy,2022-07-15,22.0,324939.0,1
Golden Hour,Kacey Musgraves,Golden Hour,2018-03-30,61.0,198453.0,1
Opium Moon: Night,Opium Moon,Night + Day,2021-08-27,4.0,448737.0,1
Don't Fence Me In,nan,,,,,1
The Sweetest Sounds,Cécile McLorin Salvant,The Window,2018-09-28,15.0,295157.0,1
Emanon,The Wayne Shorter Quartet,,,,,1
"American Dreamers: Voices Of Hope, Music Of Freedom",nan,,,,,1
Back to the Sunset,Dafnis Prieto Big Band,Back to the Sunset,2018-04-06,3.0,448664.0,1
Never Alone,Jeff Nang,Never Alone,2020-11-06,3.0,219985.0,1
I Just Called To Say I Love You (The Lady In Red),Golo Frederic Nansen,47 Greatest Movie Soundtracks,2011-08-19,14.0,263372.0,1
Hiding Place,Tori Kelly,,,,,1
Look Up Child,Lauren Daigle,Look Up Child,2018-09-07,60.0,183013.0,1
Expect the Unexpected,Jason Crabb,Unexpected,2018-04-20,8.0,224120.0,1
Sincera,Claudia Brant,Sincera,2018-09-28,2.0,269832.0,1
Aztlán,Zoé,Aztlán,2018-04-18,39.0,219453.0,1
¡México Por Siempre!,Luis Miguel,,,,,1
Anniversary,Spanish Harlem Orchestra,,,,,1
The Joke,Brandi Carlile,"By The Way, I Forgive You",2018-02-16,53.0,279373.0,1
The Joke,nan,,,,,1
"By The Way, I Forgive You",Brandi Carlile,,,,,1
The Shaker,The Travelin' McCourys,The Travelin' Mccourys,2017-01-13,16.0,245773.0,1
The Blues Is Alive And Well,Buddy Guy,The Blues Is Alive And Well,2018-06-15,31.0,313546.0,1
Please Don't Be Dead,Fantastic Negrito,,,,,1
All Ashore,Punch Brothers,All Ashore,2018-07-20,32.0,425360.0,1
No 'Ane'i,Kalani Pe'a,No 'Ane'i,2018-08-10,11.0,200127.0,1
44/876,Shaggy,,,,,1
Freedom Medley: Jikijela/Rolihlahla Mandela,Soweto Gospel Choir,Freedom,2018-09-14,1.0,373520.0,1
All the Sounds,Lucy Kalantari & the Jazz Cats,All the Sounds,2018-08-03,1.0,210013.0,1
Faith  - A Journey For All,Jimmy Carter,,,,,1
Equanimity & The Bird Revelation,Dave Chappelle,,,,,1
The Band's Visit,nan,,,,,1
The Greatest Showman,nan,,,,,1
Black Panthers,Nanoman,Black Panthers,2023-02-23,0.0,185782.0,1
Shallow,B0b & Nan-Z,Shallow,2018-11-16,3.0,220101.0,1
Blut Und Boden (Blood And Soil),nan,,,,,1
Stars And Stripes Forever,nan,,,,,1
Spiderman Theme,nan,,,,,1
Masseduction,nan,,,,,1
"Squeeze Box: The Complete Works Of \""Weird Al\"" Yankovic",nan,,,,,1
Voices Of Mississippi: Artists And Musicians Documented By William Ferris,nan,,,,,1
Voices Of Mississippi: Artists And Musicians Documented By William Ferris,nan,,,,,1
Live From The District - A COLORS SHOW,Nana,Live From The District (A COLORS SHOW),2022-04-25,32.0,163338.0,1
Pharrell Williams,nan,,,,,1
Walking Away (Mura Masa Remix),nan,,,,,1
Eye In The Sky - 35th Anniversary Edition,nan,,,,,1
Shostakovich: Symphonies Nos. 4 & 11,nan,,,,,1
Blanton Alspaugh,nan,,,,,1
Shostakovich: Symphonies Nos. 4 & 11,nan,,,,,1
Bates: The (R)evolution Of Steve Jobs,nan,,,,,1
McLoskey: Zealot Canticles,nan,,,,,1
"Anderson, Laurie: Landfall",nan,,,,,1
Kernis: Violin Concerto,nan,,,,,1
"Songs Of Orpheus - Monteverdi, Caccini, D'India & Landi",nan,,,,,1
Fuchs: Piano Concerto 'Spiritualist'; Poems Of Life; Glacier; Rush,nan,,,,,1
Kernis: Violin Concerto,nan,,,,,1
This Is America,Childish Gambino,This Is America,2018-05-06,67.0,225773.0,1
Voice-Over Intro Quincy Jones Interview #6 / Quincy Jones Interview #6,Quincy Jones,Thriller 25 Super Deluxe Edition,2008-02-08,27.0,77693.0,1
The Middle,Zedd,The Middle,2018-01-23,76.0,184732.0,0
I Like It,Cardi B,Invasion of Privacy,2018-04-06,75.0,253390.0,0
The Joke,Brandi Carlile,"By The Way, I Forgive You",2018-02-16,53.0,279373.0,0
God's Plan,Drake,Scorpion,2018-06-29,80.0,198973.0,0
Shallow,Lady Gaga,A Star Is Born Soundtrack,2018-10-05,81.0,215733.0,0
All The Stars (with SZA),Kendrick Lamar,Black Panther The Album Music From And Inspired By,2018-02-09,81.0,232186.0,0
rockstar (feat. 21 Savage),Post Malone,beerbongs & bentleys,2018-04-27,81.0,218146.0,0
"Black Panther: The Album, Music From And Inspired By",nan,,,,,0
Invasion Of Privacy,Cardi B,,,,,0
"By The Way, I Forgive You",Brandi Carlile,,,,,0
Scorpion,Drake,,,,,0
H.E.R.,H.E.R.,,,,,0
Beerbongs & Bentleys,Post Malone,,,,,0
Dirty Computer (feat. Brian Wilson),Janelle Monáe,Dirty Computer,2018-04-27,42.0,119667.0,0
All the Stars,Shay Nando,Best DJ Hip Hop Tracks,2021-02-12,0.0,235847.0,0
Boo'd Up,nan,,,,,0
God's Plan,Nancy Wilson Buckler,My Favorite Day,2019-09-28,0.0,232751.0,0
Power in My Blood,Nanna Baudelaire,Power in My Blood,2023-02-05,0.0,224386.0,0
The Joke,nan,,,,,0
In the Middle,Nanii Bandz,Congrats,2019-11-15,0.0,197245.0,0
Shallow,B0b & Nan-Z,Shallow,2018-11-16,3.0,220101.0,0
Chloe x Halle,nan,,,,,0
Luke Combs,nan,,,,,0
Greta Van Fleet,nan,,,,,0
H.E.R.,nan,,,,,0
Margo Price,nan,,,,,0
Bebe Rexha,nan,,,,,0
Jorja Smith,nan,,,,,0
Colors,Beck,Colors,2017-10-13,46.0,261741.0,0
Havana - Live,Camila Cabello,Havana (Live),2018-09-21,34.0,248572.0,0
God is a woman,Ariana Grande,Sweetener,2018-08-17,75.0,197546.0,0
Better Now,Post Malone,beerbongs & bentleys,2018-04-27,78.0,231266.0,0
Fall In Line (feat. Demi Lovato),Christina Aguilera,Fall In Line (feat. Demi Lovato),2018-05-16,49.0,248544.0,0
Don't Go Breaking My Heart,Backstreet Boys,,,,,0
'S Wonderful,Tony Bennett,Love Is Here To Stay,2018-09-14,49.0,170186.0,0
Girls Like You,Maroon 5,Love Will Make It,2023-02-24,0.0,215229.0,0
Say Something (feat. Chris Stapleton),Justin Timberlake,Man of the Woods,2018-02-02,67.0,278893.0,0
The Middle,Zedd,The Middle,2018-01-23,76.0,184732.0,0
Love Is Here To Stay - Recorded At Spotify Studios NYC,Tony Bennett,Spotify Singles,2019-02-06,39.0,162360.0,0
"Nat \""King\"" Cole & Me",Gregory Porter,,,,,0
Standards (Deluxe),Seal,,,,,0
The Way We Were - Live 2016,Barbra Streisand,The Music...The Mem'ries...The Magic!,2017-12-08,14.0,234800.0,0
Crown (with Camila Cabello & Grey),Camila Cabello,Crown (with Camila Cabello & Grey) [From Bright: The Album],2017-12-15,45.0,201520.0,0
Meaning of Life,Kelly Clarkson,Meaning of Life,2017-10-27,36.0,231013.0,0
Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,Summer Of Love,2021-08-20,76.0,184104.0,0
Beautiful Trauma,P!nk,Beautiful Trauma,2017-10-13,61.0,250053.0,0
Reputation,Taylor Swift,,,,,0
Northern Soul,Richard Bedford,,,,,0
Ultimatum,nan,,,,,0
Losing It,FISHER,Losing It,2018-07-13,70.0,248035.0,0
Ghost Voices,Virtual Self,Virtual Self,2017-11-29,50.0,266365.0,0
Singularity,Jon Hopkins,Singularity,2018-05-04,36.0,389200.0,0
Treehouse,Sofi Tukker,,,,,0
Oil Of Every Pearl's Un-Insides,SOPHIE,,,,,0
Lune,TOKiMONSTA,Lune Rouge,2017-10-06,27.0,182467.0,0
Protocol 4,Simon Phillips,,,,,0
The Emancipation Procrastination,Christian Scott aTunde Adjuah,The Emancipation Procrastination,2017-10-20,30.0,385343.0,0
Modern Lore,Julian Lage,,,,,0
Laid Black,Marcus Miller,,,,,0
Four Out Of Five,Arctic Monkeys,Tranquility Base Hotel & Casino,2018-05-11,55.0,312346.0,0
Made An America,THE FEVER 333,,,,,0
Highway Tune,Greta Van Fleet,From The Fires,2017-11-10,68.0,180640.0,0
Uncomfortable,Halestorm,Vicious,2018-07-27,42.0,220666.0,0
Condemned To The Gallows,nan,,,,,0
Honeycomb,Deafheaven,Ordinary Corrupt Human Love,2018-07-13,33.0,664440.0,0
Betrayer,Trivium,The Sin and the Sentence,2017-10-20,39.0,327026.0,0
On My Teeth,Underoath,Erase Me,2018-04-06,40.0,190840.0,0
Black Smoke Rising,nan,,,,,0
Jumpsuit,nan,,,,,0
MANTRA,Nani,MANTRA,2022-08-19,26.0,199213.0,0
44 - Stehen vor einem Rätsel - Teil 13,Hanni und Nanni,44/Hanni und Nanni stehen vor einem Rätsel,2014-06-06,15.0,88466.0,0
Rainier Fog,Alice In Chains,Rainier Fog,2018-08-24,40.0,301706.0,0
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,Save Rock And Roll,2013-01-01,70.0,186826.0,0
Prequelle,Ghost,,,,,0
Pacific Daydream,Weezer,,,,,0
Tranquility Base Hotel & Casino,Arctic Monkeys,Tranquility Base Hotel & Casino,2018-05-11,50.0,212093.0,0
Utopia,Björk,Utopia,2017-11-24,23.0,282739.0,0
American Utopia,nan,,,,,0
Masseduction,St. Vincent,MASSEDUCTION,2017-10-13,43.0,197426.0,0
Long As I Live,Toni Braxton,Sex & Cigarettes,2018-03-23,48.0,290906.0,0
SUMMER,The Carters,EVERYTHING IS LOVE (Clean),2018-06-15,50.0,285200.0,0
Better And Better,Lalah Hathaway,Outrun The Sky,2004-10-05,20.0,244493.0,0
First Began,PJ Morton,Gumbo,2017-04-21,45.0,233056.0,0
Don’t Fall Apart On Me Tonight,Bettye LaVette,Things Have Changed,2018-03-30,13.0,306746.0,0
Honest,MAJOR.,Even More,2018-09-07,23.0,229140.0,0
Made For Love (feat. Lalah Hathaway),Charlie Wilson,In It To Win It,2017-02-17,16.0,254173.0,0
As Long As I Live,Nancy Gilliland,Prelude To Romance - Live At The Little Fox,2005-01-01,0.0,181680.0,0
Focus,Nancy Steroids,Internal Conversations,2023-01-25,12.0,179000.0,0
Feels Like Summer,nan,,,,,0
Come Through And Chill,nan,,,,,0
Ventriloquism,Meshell Ndegeocello,,,,,0
War & Leisure,Miguel,,,,,0
Chris Dave And The Drumhedz,nan,,,,,0
The Kids Are Alright,Chloe x Halle,The Kids Are Alright,2018-03-23,36.0,168666.0,0
Gumbo Unplugged (Live),PJ Morton,,,,,0
honestly,Lalah Hathaway,honestly,2017-10-20,16.0,161613.0,0
If It Feels Good (Then It Must Be),Leon Bridges,Good Thing,2018-05-04,51.0,194826.0,0
Sex & Cigarettes,Toni Braxton,Sex & Cigarettes,2018-03-23,26.0,226813.0,0
SICKO MODE,Travis Scott,ASTROWORLD,2018-08-03,79.0,312820.0,0
Nice For What,Drake,Scorpion,2018-06-29,74.0,210746.0,0
Be Careful,Cardi B,Invasion of Privacy,2018-04-06,65.0,210787.0,0
rockstar (feat. 21 Savage),Post Malone,beerbongs & bentleys,2018-04-27,81.0,218146.0,0
